Education,Weight,Reliability,Questionnaires or polls,Elections,Compassion to animals,Changing the past,Appearence and gestures,Self-criticism,Waiting,Thinking ahead,Parents' advice,Daily events,God,Lifestruggles,Gettingup,Judgment calls,Foreign languages,Chemistry,Pets,Internetusage,Fun with friends,PC,"Countryside, outdoors",Gardening,Health,Alcohol,Smoking,Latino,Opera,Classical music,Dance,"Hiphop, Rap",Sci-fi,Thriller,Animated,Fantasy/Fairy tales,Ageing,Spendingongadgets,Age
secondary school,80,3,1,5,5,3,5,3,3,4,4,3,3,4,5,2,3,1,3,sometime of the day,5,3,1,1,5,social drinker,smoker,4,2,3,3,3,4,4,4,4,4,3,21
college/bachelor degree,85,3,1,3,5,5,5,5,5,2,3,5,5,5,4,5,5,3,4,sometime of the day,5,5,4,1,3,never,never smoked,3,1,4,5,1,5,5,5,5,3,1,21
primary school,65,3,2,1,5,5,4,3,2,4,2,2,4,4,5,3,4,3,5,sometime of the day,5,2,5,2,3,drink a lot,smoker,1,1,1,2,3,4,3,2,2,1,2,17
secondary school,52,5,2,5,4,3,4,3,2,3,3,3,4,5,5,4,2,1,3,sometime of the day,5,2,5,4,3,social drinker,smoker,5,2,2,4,4,2,3,5,5,2,2,21
primary school,66,2,3,1,5,4,3,3,1,5,4,4,3,5,5,5,4,1,4,sometime of the day,5,3,5,2,4,social drinker,smoker,2,2,3,1,1,3,4,4,5,2,5,17
masters degree,88,3,2,5,4,2,3,5,2,4,4,3,1,1,4,4,4,4,4,sometime of the day,5,4,4,2,3,drink a lot,never smoked,4,2,3,3,1,5,4,2,4,3,4,28
college/bachelor degree,55,5,4,5,3,2,4,2,3,5,3,3,3,3,3,5,5,2,3,sometime of the day,3,1,5,1,2,social drinker,smoker,5,2,1,3,4,4,1,4,3,3,5,20
secondary school,65,5,3,4,5,4,4,3,3,3,4,3,4,4,5,5,5,1,5,sometime of the day,5,3,4,1,5,never,smoker,5,1,3,3,4,3,4,1,5,3,5,19
secondary school,52,4,2,4,5,3,3,3,3,2,3,2,2,4,3,4,3,5,5,sometime of the day,5,1,5,2,2,social drinker,smoker,4,2,4,2,2,1,4,3,4,1,1,21
college/bachelor degree,87,3,1,1,5,1,4,5,2,4,1,2,2,2,5,3,5,2,1,sometime of the day,5,3,4,1,3,never,smoker,1,3,5,2,2,3,3,3,3,5,2,23
primary school,67,4,2,1,1,1,3,5,2,5,2,1,4,1,5,5,4,1,5,most of the day,3,2,5,1,2,drink a lot,smoker,1,1,1,1,1,4,3,4,3,1,1,17
primary school,60,4,4,1,3,3,3,2,3,3,3,2,3,3,4,3,1,2,4,sometime of the day,4,5,5,2,3,drink a lot,smoker,2,1,2,4,4,4,4,4,4,2,4,20
secondary school,68,4,3,4,2,3,3,2,4,3,4,5,3,2,5,2,2,2,2,sometime of the day,5,5,5,2,3,social drinker,smoker,3,2,2,4,4,3,4,5,4,3,3,19
secondary school,80,4,5,1,5,4,3,4,4,4,3,2,1,2,1,3,3,1,5,sometime of the day,4,5,5,2,3,never,never smoked,5,2,2,4,4,3,4,4,5,5,5,19
secondary school,84,3,4,3,4,3,4,4,3,2,4,4,5,2,4,3,3,2,2,sometime of the day,5,4,4,1,3,drink a lot,never smoked,2,1,2,5,4,4,5,5,5,3,3,19
secondary school,54,5,3,1,4,1,4,3,2,4,3,3,5,5,5,4,2,2,5,most of the day,5,1,2,2,2,social drinker,smoker,1,1,5,2,5,1,1,5,5,1,2,18
secondary school,55,3,3,3,5,3,3,3,3,3,3,2,5,3,3,4,5,2,5,sometime of the day,5,1,5,2,2,social drinker,smoker,4,2,4,1,1,1,2,4,5,2,2,19
secondary school,71,4,2,3,5,1,5,3,3,2,3,,5,1,3,,3,2,3,sometime of the day,5,1,4,1,1,drink a lot,smoker,3,1,2,4,3,5,4,4,3,1,1,22
secondary school,60,4,2,4,5,2,4,2,2,2,4,5,2,3,2,2,4,1,3,sometime of the day,5,2,4,2,2,social drinker,smoker,4,2,3,3,5,2,2,4,4,4,2,21
secondary school,53,5,4,1,5,5,3,3,1,3,3,3,5,5,3,3,3,1,5,sometime of the day,5,3,3,1,4,social drinker,smoker,2,1,1,3,4,4,5,5,5,3,3,21
college/bachelor degree,65,5,2,4,5,1,3,1,3,4,4,3,2,4,5,3,1,1,5,sometime of the day,4,1,5,3,4,social drinker,never smoked,1,2,2,1,1,3,4,5,5,3,4,21
secondary school,82,4,2,3,5,3,3,4,2,4,4,2,4,1,3,,1,1,4,sometime of the day,4,4,4,,3,never,never smoked,2,2,2,3,2,4,4,4,4,2,2,22
secondary school,55,5,3,5,5,2,3,5,3,5,5,5,3,4,5,4,3,5,5,sometime of the day,5,2,1,1,2,drink a lot,smoker,4,2,3,3,1,1,5,4,3,1,1,19
secondary school,95,2,5,2,5,5,3,4,3,2,2,5,1,4,3,2,2,4,4,sometime of the day,4,2,2,3,5,drink a lot,smoker,4,5,4,2,4,5,5,5,5,4,3,25
currently a primary school pupil,73,5,4,2,2,1,5,5,3,4,4,2,5,3,4,4,4,1,3,sometime of the day,4,5,4,1,2,,never smoked,2,3,5,3,5,3,2,4,4,1,2,18
secondary school,83,2,3,5,5,2,4,5,3,3,2,5,2,1,5,4,5,5,1,sometime of the day,5,5,1,1,2,social drinker,smoker,2,2,3,3,2,5,3,4,3,4,2,20
secondary school,57,4,3,4,3,4,5,3,3,3,3,3,3,5,4,3,4,1,5,most of the day,5,3,3,1,3,social drinker,smoker,1,1,1,3,3,4,4,4,4,2,5,18
secondary school,110,4,4,4,3,4,5,3,2,2,4,2,1,3,2,4,3,2,2,most of the day,4,5,2,1,2,social drinker,smoker,5,3,3,5,4,3,4,5,5,3,5,23
secondary school,58,4,3,3,5,4,5,5,2,3,4,3,2,2,4,5,3,1,5,most of the day,5,3,2,1,3,drink a lot,smoker,4,1,2,3,5,2,2,5,4,3,3,18
secondary school,64,5,1,5,4,1,5,3,2,3,2,3,3,2,2,5,4,1,5,sometime of the day,5,1,5,5,5,social drinker,smoker,2,1,3,4,1,4,3,5,5,5,4,22
secondary school,70,3,1,5,3,2,3,4,3,4,4,3,3,2,5,3,5,2,2,sometime of the day,4,1,4,2,3,social drinker,smoker,3,2,5,3,2,5,3,3,4,1,2,20
secondary school,71,4,1,3,3,2,4,1,3,3,1,1,2,1,3,5,2,5,4,sometime of the day,5,5,1,1,1,drink a lot,smoker,4,1,4,4,1,4,5,4,4,1,2,19
secondary school,55,4,5,5,5,5,5,5,2,5,5,5,5,3,5,5,5,1,1,most of the day,5,1,3,1,3,drink a lot,smoker,5,5,5,3,1,2,2,2,2,2,3,19
college/bachelor degree,65,3,2,3,5,3,5,5,1,5,4,5,3,3,3,3,5,2,1,most of the day,5,5,5,1,3,social drinker,smoker,5,5,5,5,5,5,5,5,3,1,5,23
secondary school,83,4,1,1,5,2,4,3,3,4,3,3,1,1,3,4,4,2,1,sometime of the day,5,4,2,1,5,social drinker,smoker,3,5,5,3,3,2,4,3,3,4,4,27
secondary school,75,4,1,5,3,5,4,4,1,2,2,3,2,1,5,5,5,1,2,most of the day,5,2,2,1,3,drink a lot,smoker,2,1,5,2,4,2,2,1,1,2,5,20
secondary school,65,5,1,5,5,5,4,3,3,4,4,3,3,3,2,3,3,1,3,most of the day,3,1,2,1,2,social drinker,smoker,2,1,2,4,1,5,3,4,2,5,5,20
primary school,74,4,3,5,5,3,4,5,5,5,4,5,1,3,4,5,5,1,5,sometime of the day,5,3,3,1,3,drink a lot,smoker,3,3,5,5,3,5,2,5,5,4,2,18
secondary school,70,5,2,5,4,3,3,4,1,3,3,2,5,3,4,5,1,2,3,sometime of the day,5,3,5,3,4,drink a lot,smoker,1,1,1,2,5,3,3,5,5,2,2,21
secondary school,62,4,5,3,3,1,3,5,4,4,2,2,3,3,4,4,5,2,2,sometime of the day,5,1,2,,3,social drinker,smoker,2,1,1,3,4,3,3,4,4,2,2,21
secondary school,50,4,3,5,4,5,5,4,2,2,3,4,5,4,4,4,5,1,5,sometime of the day,5,4,2,2,3,social drinker,smoker,5,1,3,5,4,3,3,5,5,1,4,19
secondary school,60,3,2,3,5,5,4,2,3,3,3,3,3,4,5,4,3,2,4,sometime of the day,4,4,4,4,4,never,smoker,3,2,1,4,4,2,4,5,5,3,3,22
college/bachelor degree,60,4,5,1,1,5,5,1,1,1,3,3,5,5,5,5,3,4,1,sometime of the day,5,4,4,2,5,social drinker,smoker,3,1,1,4,1,2,2,4,4,5,1,20
secondary school,68,4,2,4,4,2,3,5,2,2,4,3,2,2,5,4,3,3,4,sometime of the day,4,4,1,1,4,social drinker,smoker,3,1,2,3,4,5,4,5,4,3,4,19
college/bachelor degree,48,3,3,5,5,1,2,3,1,2,4,3,5,2,4,5,5,1,5,sometime of the day,5,1,5,1,2,,,5,2,2,5,5,1,4,5,5,1,3,20
secondary school,60,3,3,5,5,2,5,4,5,3,3,3,5,5,5,4,4,1,1,sometime of the day,5,5,3,2,4,social drinker,never smoked,5,1,2,4,4,1,1,5,5,1,2,19
secondary school,67,5,3,2,5,1,4,1,5,5,3,3,5,5,4,5,5,2,5,sometime of the day,5,4,5,3,1,never,never smoked,5,3,4,5,2,,4,5,5,3,3,18
primary school,80,4,3,1,5,2,4,3,3,2,4,2,2,1,3,4,1,3,4,sometime of the day,3,3,3,1,2,never,never smoked,2,2,2,4,5,2,3,3,3,4,2,17
secondary school,67,3,3,3,5,3,3,3,3,3,3,3,2,1,3,5,1,1,3,sometime of the day,5,4,3,1,4,social drinker,never smoked,3,1,1,3,2,3,1,4,4,1,4,21
secondary school,63,4,3,4,3,3,4,4,4,2,4,3,5,4,2,3,4,2,2,sometime of the day,5,1,4,2,2,social drinker,never smoked,3,3,4,3,4,2,2,4,5,2,3,19
masters degree,63,3,3,4,2,3,3,3,2,2,4,3,3,5,3,3,5,4,2,sometime of the day,3,3,3,1,4,drink a lot,smoker,4,2,3,4,2,2,4,3,2,4,1,25
doctorate degree,93,5,4,5,3,4,3,4,2,2,4,2,5,1,4,5,3,2,4,sometime of the day,5,4,4,4,3,drink a lot,smoker,5,4,3,3,5,1,4,3,2,3,2,24
masters degree,66,4,2,5,,1,4,3,4,4,3,3,5,1,3,4,4,4,5,sometime of the day,5,5,5,3,3,social drinker,never smoked,1,3,4,2,2,4,4,3,2,3,3,29
secondary school,48,3,1,3,5,3,4,3,2,4,3,3,3,3,3,4,4,3,5,sometime of the day,4,2,5,3,5,social drinker,smoker,3,3,2,3,4,2,4,5,5,4,3,21
primary school,70,3,1,1,4,4,3,3,4,3,3,1,1,4,3,3,4,1,1,sometime of the day,2,5,4,1,3,social drinker,never smoked,1,1,1,2,1,3,3,4,3,3,4,18
college/bachelor degree,53,4,1,2,5,4,4,3,3,4,5,3,5,3,5,3,5,1,4,sometime of the day,5,3,3,2,4,social drinker,smoker,1,1,4,5,5,5,3,1,1,3,5,21
secondary school,76,4,2,2,4,5,3,5,2,3,3,3,3,4,4,4,2,2,3,most of the day,5,3,3,1,4,social drinker,smoker,3,3,3,3,5,5,3,5,3,5,3,17
secondary school,89,4,2,5,3,5,4,5,2,4,4,3,4,4,5,2,1,5,5,most of the day,5,3,5,4,4,social drinker,smoker,3,5,5,4,2,5,3,2,4,3,3,22
secondary school,53,5,3,3,5,4,5,4,3,2,4,3,2,4,2,4,5,2,5,sometime of the day,5,2,5,2,3,social drinker,smoker,5,4,,4,4,4,2,5,3,1,2,18
primary school,55,5,4,3,5,4,3,4,4,5,5,2,5,5,5,3,5,2,5,sometime of the day,4,3,5,5,3,social drinker,smoker,3,2,2,3,4,2,2,5,5,2,2,18
secondary school,77,4,3,5,4,4,4,4,3,4,4,4,2,4,3,4,2,2,5,sometime of the day,5,4,5,5,4,never,smoker,4,3,4,4,4,4,4,3,3,2,4,23
secondary school,,1,3,4,1,3,3,1,3,3,3,2,3,1,3,3,3,1,1,sometime of the day,5,4,2,1,3,social drinker,smoker,3,2,3,3,3,4,4,5,4,1,2,22
secondary school,67,3,3,1,1,3,3,1,3,3,3,1,4,5,3,3,3,1,5,most of the day,5,3,5,3,5,social drinker,smoker,5,1,5,3,5,3,3,5,5,1,1,21
masters degree,64,3,3,2,3,3,4,2,3,3,3,3,4,4,3,4,3,4,2,sometime of the day,5,3,5,1,5,never,never smoked,5,2,2,5,3,4,3,3,4,4,3,23
currently a primary school pupil,56,4,3,4,5,4,3,4,3,4,3,3,3,3,4,4,5,4,5,sometime of the day,5,3,4,1,4,social drinker,smoker,3,2,2,5,4,3,3,4,3,1,4,17
secondary school,79,4,3,2,5,4,3,4,3,2,2,3,3,2,5,5,2,1,5,sometime of the day,4,5,4,1,4,social drinker,smoker,2,1,1,4,4,5,5,5,2,4,4,20
secondary school,81,4,3,5,3,3,3,5,4,5,3,,5,1,5,5,5,1,2,sometime of the day,4,4,5,1,3,social drinker,smoker,4,3,3,4,4,3,4,3,3,2,3,22
secondary school,75,5,5,5,3,3,4,5,3,4,4,5,4,1,5,5,3,1,1,sometime of the day,4,5,2,1,4,social drinker,smoker,2,1,3,3,1,4,2,3,3,2,4,21
college/bachelor degree,52,5,3,5,5,2,4,3,4,4,4,5,4,3,3,3,5,1,5,sometime of the day,5,1,5,1,2,social drinker,smoker,4,4,3,3,1,3,4,5,5,1,2,22
secondary school,80,5,4,4,4,3,4,4,2,4,3,3,4,2,2,5,2,2,4,sometime of the day,3,2,4,2,3,drink a lot,smoker,4,2,3,4,3,2,4,2,2,3,2,24
secondary school,70,4,2,2,3,5,3,4,3,2,4,3,3,4,3,5,5,3,1,sometime of the day,4,2,3,1,4,social drinker,smoker,2,1,2,3,3,2,2,4,3,3,2,19
secondary school,52,5,4,5,5,2,4,5,3,5,,4,3,5,5,5,5,5,5,sometime of the day,5,5,5,3,5,never,never smoked,1,4,4,2,2,3,3,3,3,3,5,18
college/bachelor degree,61,5,3,4,5,2,5,5,2,1,3,2,4,5,5,5,4,1,3,most of the day,5,2,5,2,4,never,never smoked,2,1,1,4,4,2,2,5,5,4,4,24
secondary school,74,5,3,5,4,1,3,5,3,5,3,3,5,4,3,5,3,1,4,sometime of the day,5,5,5,1,1,social drinker,smoker,2,1,3,5,5,4,2,5,5,1,1,22
secondary school,65,2,2,5,2,4,5,5,1,5,3,3,4,2,5,4,4,2,2,sometime of the day,5,2,5,2,5,social drinker,smoker,2,2,3,2,2,5,2,1,2,5,1,20
college/bachelor degree,55,3,3,2,5,3,4,5,1,5,4,4,5,5,5,5,5,1,1,sometime of the day,5,2,5,1,3,social drinker,smoker,2,2,3,2,3,2,2,5,5,5,1,20
secondary school,70,4,4,2,2,3,4,3,2,2,3,3,1,3,5,4,3,1,4,sometime of the day,4,2,3,2,3,drink a lot,smoker,1,1,2,3,2,2,4,4,3,4,3,19
secondary school,52,5,3,5,5,2,3,2,3,2,2,1,5,2,4,2,4,1,5,sometime of the day,5,3,4,1,3,drink a lot,smoker,1,2,1,3,3,3,3,3,3,1,1,21
masters degree,77,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,sometime of the day,5,3,4,4,3,never,never smoked,3,2,4,3,3,5,4,5,5,2,3,25
masters degree,55,4,4,5,4,4,5,4,3,3,4,3,5,4,2,5,4,2,2,sometime of the day,4,2,5,4,5,never,never smoked,5,3,3,3,1,1,2,4,5,4,2,28
secondary school,50,4,2,5,5,2,3,4,3,4,3,4,2,2,3,5,4,1,5,sometime of the day,5,4,5,2,3,social drinker,smoker,3,4,3,1,5,2,3,3,2,3,2,20
secondary school,60,4,3,5,5,5,3,5,5,4,3,3,2,4,5,4,5,1,5,sometime of the day,5,3,5,1,4,social drinker,smoker,1,1,2,2,1,5,3,4,3,2,4,20
secondary school,77,5,2,5,5,3,2,3,3,3,3,3,5,2,2,3,3,1,4,sometime of the day,5,4,5,4,1,social drinker,smoker,2,2,5,2,5,2,2,2,2,1,3,23
doctorate degree,82,4,3,4,5,2,4,3,3,2,2,2,1,2,3,4,4,3,2,sometime of the day,3,5,5,1,3,drink a lot,smoker,4,2,4,1,2,5,4,3,4,4,5,27
college/bachelor degree,77,,3,,2,4,4,3,2,2,3,2,3,3,2,3,4,2,3,sometime of the day,4,3,4,2,3,social drinker,smoker,4,2,3,4,4,4,4,4,4,2,3,21
secondary school,60,4,3,3,3,1,3,2,2,3,3,3,1,3,3,4,4,2,4,sometime of the day,4,3,4,2,1,social drinker,smoker,5,2,2,3,2,2,4,3,3,1,3,23
college/bachelor degree,57,4,4,5,5,2,4,3,1,4,4,5,4,4,3,3,4,3,5,sometime of the day,5,4,5,2,5,social drinker,smoker,4,3,2,3,4,4,2,2,3,5,1,22
masters degree,60,4,2,1,5,4,4,4,3,5,3,3,3,4,4,5,4,2,5,sometime of the day,4,2,4,1,5,social drinker,smoker,3,5,5,2,1,2,5,2,3,5,4,28
secondary school,52,4,3,2,5,3,4,4,3,5,3,4,3,3,5,3,4,2,5,sometime of the day,4,3,3,3,4,social drinker,smoker,4,4,3,2,3,1,3,3,3,3,1,22
college/bachelor degree,67,4,3,5,1,4,4,3,3,3,4,2,1,2,2,5,3,2,3,sometime of the day,5,5,4,1,3,social drinker,smoker,3,1,3,3,4,1,4,5,2,3,3,18
secondary school,75,4,3,5,3,3,4,3,3,2,4,3,3,5,5,4,1,2,2,most of the day,5,3,4,3,5,social drinker,never smoked,3,2,3,3,2,2,3,5,5,2,3,25
college/bachelor degree,55,3,1,1,1,4,3,2,3,2,3,2,4,3,2,4,4,1,3,sometime of the day,5,1,4,2,3,drink a lot,smoker,2,2,2,2,2,1,2,4,3,3,2,20
secondary school,77,4,2,5,5,5,5,1,4,3,3,3,4,1,4,5,3,1,5,sometime of the day,5,3,3,,2,social drinker,smoker,4,1,3,3,3,3,5,5,5,1,1,28
college/bachelor degree,65,4,3,4,5,3,3,4,3,5,4,3,1,1,1,5,4,2,5,sometime of the day,5,5,5,2,3,social drinker,smoker,4,5,3,2,1,3,2,5,5,3,4,23
secondary school,70,2,3,1,5,3,3,3,1,2,4,2,2,5,5,5,5,1,5,sometime of the day,5,4,5,3,3,social drinker,smoker,2,1,2,2,3,3,3,5,5,3,1,21
college/bachelor degree,55,5,3,1,5,5,3,3,3,3,3,3,3,3,5,5,4,4,5,sometime of the day,5,3,5,1,3,social drinker,smoker,5,1,2,4,5,3,4,5,5,1,1,25
masters degree,70,5,4,5,3,2,4,3,3,5,3,2,4,5,5,4,5,3,3,sometime of the day,5,4,5,4,3,drink a lot,smoker,4,4,4,4,4,3,4,4,4,1,3,28
secondary school,75,1,3,1,4,4,2,1,3,2,3,3,5,1,5,1,3,1,5,sometime of the day,4,4,4,1,2,drink a lot,smoker,2,2,3,4,3,4,4,4,5,2,4,19
secondary school,80,5,3,4,5,3,,5,3,5,4,4,5,5,4,4,3,3,5,sometime of the day,5,4,5,5,5,never,never smoked,5,1,3,2,3,5,1,5,5,3,2,30
secondary school,57,5,2,3,5,1,4,3,3,4,3,4,4,4,3,3,3,1,3,sometime of the day,4,5,5,5,3,social drinker,smoker,4,1,2,5,4,2,4,3,5,1,3,28
secondary school,53,3,5,,4,3,4,3,3,3,4,4,5,3,5,3,4,2,5,sometime of the day,4,3,3,2,4,social drinker,smoker,4,2,3,3,4,4,2,1,5,1,3,19
college/bachelor degree,80,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,sometime of the day,3,3,3,3,3,social drinker,smoker,3,3,4,4,3,3,3,3,3,3,3,21
college/bachelor degree,60,4,1,4,5,3,3,5,3,3,5,3,4,2,4,3,5,2,2,sometime of the day,5,5,4,1,3,social drinker,smoker,2,1,3,3,5,2,3,5,4,3,3,19
secondary school,48,3,3,1,5,5,4,5,3,3,4,3,5,4,3,3,3,3,1,sometime of the day,3,5,3,1,4,social drinker,never smoked,4,1,3,4,3,1,5,5,5,3,1,18
secondary school,64,4,5,5,5,2,4,4,3,5,3,4,4,1,4,4,5,5,5,sometime of the day,4,3,2,1,4,social drinker,smoker,4,2,2,3,4,3,3,5,3,1,3,18
secondary school,63,4,4,5,2,4,3,3,2,2,3,5,1,2,4,2,5,2,2,sometime of the day,4,4,4,2,3,social drinker,smoker,3,2,3,4,3,4,4,3,2,1,4,18
college/bachelor degree,70,4,4,2,5,3,3,4,2,1,3,2,5,1,5,4,5,1,3,sometime of the day,5,3,3,1,3,drink a lot,smoker,4,2,2,4,4,3,4,4,5,3,4,17
college/bachelor degree,62,4,4,5,2,4,3,5,3,5,3,4,2,1,3,4,4,1,3,sometime of the day,5,4,4,1,3,social drinker,never smoked,2,2,3,2,4,5,5,4,3,3,3,21
secondary school,69,4,3,3,3,4,4,4,1,3,3,4,3,3,4,5,2,1,3,sometime of the day,5,4,3,1,5,never,smoker,4,1,3,3,4,2,5,3,3,3,3,18
college/bachelor degree,73,5,3,1,3,3,4,5,2,5,3,3,5,1,5,5,5,2,1,sometime of the day,5,5,4,1,3,social drinker,smoker,5,3,5,3,3,4,5,4,4,1,4,21
college/bachelor degree,70,3,2,4,5,1,3,4,2,3,3,3,1,4,3,4,4,1,5,sometime of the day,5,2,4,1,3,social drinker,smoker,4,4,3,4,5,3,1,5,5,1,2,23
primary school,62,3,3,1,2,2,3,3,1,3,3,2,5,4,4,3,5,1,3,sometime of the day,5,2,5,1,3,social drinker,never smoked,3,1,1,3,3,3,3,3,5,1,2,18
secondary school,76,4,4,1,3,3,3,3,3,2,3,2,4,4,4,4,5,1,1,most of the day,3,3,3,2,2,social drinker,never smoked,3,2,3,3,3,2,4,3,3,1,2,20
secondary school,70,2,5,2,5,3,5,3,1,2,5,3,4,5,,3,5,3,2,most of the day,5,3,5,3,4,social drinker,smoker,5,2,3,5,5,1,1,3,4,5,5,19
secondary school,50,4,2,4,3,3,4,4,4,3,3,3,5,2,4,4,4,1,1,sometime of the day,5,2,3,5,4,social drinker,smoker,5,1,2,4,3,1,1,5,4,3,2,20
college/bachelor degree,65,5,2,3,5,1,3,4,1,2,3,2,5,2,4,4,2,1,5,sometime of the day,4,2,3,4,3,never,smoker,4,1,1,3,4,1,3,5,5,3,2,26
college/bachelor degree,70,4,2,2,5,5,3,2,3,4,4,4,3,3,4,4,3,3,5,sometime of the day,3,3,5,2,3,never,never smoked,3,4,4,5,2,5,5,5,5,2,3,21
secondary school,83,4,1,5,2,4,4,5,3,2,3,5,5,2,5,5,3,2,2,most of the day,5,5,3,1,3,social drinker,smoker,3,4,5,1,1,5,5,5,5,1,5,19
secondary school,,4,3,3,4,2,4,3,3,3,3,3,3,1,5,3,3,3,5,sometime of the day,5,5,4,3,1,drink a lot,smoker,3,2,3,3,3,3,5,4,4,1,5,23
secondary school,60,3,3,5,5,3,3,3,2,2,3,4,5,4,3,4,5,1,4,sometime of the day,5,3,5,1,3,social drinker,smoker,5,1,2,4,4,2,3,4,5,3,3,21
college/bachelor degree,60,4,3,5,5,1,4,4,4,4,4,2,4,3,4,5,5,1,5,sometime of the day,5,3,5,2,4,social drinker,smoker,3,2,4,5,3,4,3,5,4,1,3,22
secondary school,77,2,2,3,2,2,4,4,3,3,3,4,5,2,5,4,4,1,1,sometime of the day,5,3,4,2,4,drink a lot,smoker,2,2,3,4,4,3,4,3,2,3,2,18
secondary school,51,5,3,4,5,4,3,5,3,4,4,2,1,2,2,4,2,4,2,sometime of the day,4,2,5,1,2,social drinker,smoker,2,4,3,2,2,2,4,2,3,5,2,21
secondary school,60,3,2,3,4,5,4,4,1,4,2,3,1,1,5,4,3,1,5,sometime of the day,5,4,2,1,3,,,1,1,2,2,5,4,4,3,3,1,2,23
college/bachelor degree,70,4,3,2,5,3,4,4,2,2,3,3,5,1,5,5,5,1,3,sometime of the day,5,3,4,1,3,drink a lot,smoker,4,2,2,3,4,2,4,4,5,3,4,17
secondary school,52,4,2,5,5,2,3,3,2,1,4,2,5,3,3,4,3,4,2,sometime of the day,5,3,1,1,3,drink a lot,smoker,2,1,2,4,4,4,5,5,5,5,1,20
secondary school,55,5,3,1,5,1,3,3,1,4,3,3,4,5,2,5,3,1,5,sometime of the day,3,1,4,2,4,social drinker,smoker,4,1,2,3,2,2,2,4,4,1,1,22
secondary school,,5,4,1,4,1,3,2,3,4,4,3,5,2,5,3,5,1,3,sometime of the day,5,4,4,2,1,never,never smoked,4,3,2,2,1,4,4,5,4,1,4,20
college/bachelor degree,60,4,4,4,5,3,4,1,4,4,3,3,5,5,1,5,5,1,3,most of the day,5,1,4,1,4,social drinker,smoker,4,2,3,3,4,1,3,1,1,4,5,19
masters degree,63,3,2,5,5,2,3,3,3,3,4,3,4,5,5,3,5,3,5,sometime of the day,5,4,5,5,3,social drinker,smoker,3,1,1,5,4,3,3,5,5,1,4,25
secondary school,111,3,4,5,5,3,3,4,3,3,3,5,3,1,1,4,3,3,5,sometime of the day,4,5,2,2,3,never,never smoked,3,3,3,2,1,5,4,5,4,1,5,29
secondary school,81,4,2,5,5,4,2,4,3,4,4,3,1,3,2,3,4,4,2,sometime of the day,4,4,5,2,3,drink a lot,smoker,2,3,5,2,4,4,4,3,3,1,3,29
primary school,54,5,3,1,5,2,3,1,4,1,3,3,2,4,3,3,5,3,5,sometime of the day,5,1,5,3,3,social drinker,smoker,1,1,4,1,1,3,3,3,3,1,3,17
secondary school,57,3,4,2,5,4,4,4,3,2,3,3,5,3,1,3,5,5,4,sometime of the day,5,4,5,3,3,social drinker,never smoked,2,4,4,3,2,4,3,2,3,3,2,17
secondary school,75,2,4,3,5,2,3,2,3,3,3,3,4,3,3,3,3,1,3,sometime of the day,4,4,1,1,2,social drinker,smoker,2,1,3,3,2,3,5,3,3,2,2,19
secondary school,75,5,4,5,1,5,5,4,2,4,4,2,5,4,1,5,3,3,1,sometime of the day,5,4,5,5,4,social drinker,smoker,4,4,5,4,4,3,5,5,5,1,5,18
college/bachelor degree,60,1,2,5,4,3,4,4,2,3,5,3,5,5,2,5,5,5,1,sometime of the day,5,1,5,3,3,social drinker,never smoked,3,2,5,3,1,1,1,3,3,1,1,20
college/bachelor degree,48,4,3,5,4,5,4,5,2,2,4,,3,5,5,5,5,1,1,sometime of the day,4,2,5,1,4,drink a lot,smoker,5,2,5,3,4,3,4,4,5,2,3,21
secondary school,58,5,3,5,3,5,5,,4,5,4,4,3,3,5,4,5,1,1,sometime of the day,5,1,4,2,5,social drinker,smoker,2,2,3,4,2,3,4,5,5,5,1,18
primary school,70,3,2,4,4,3,3,4,3,4,3,1,4,4,3,4,2,1,2,sometime of the day,4,1,3,1,3,social drinker,smoker,5,3,2,5,3,3,4,4,4,2,2,19
secondary school,66,5,1,4,2,3,5,3,2,4,3,4,4,1,2,4,5,1,3,sometime of the day,5,3,4,1,3,drink a lot,smoker,3,1,4,4,4,3,2,1,1,3,5,19
secondary school,65,5,5,3,5,5,4,4,2,5,3,3,2,2,5,5,2,1,5,sometime of the day,5,5,2,1,4,drink a lot,smoker,2,1,1,2,5,2,4,4,3,3,5,20
secondary school,80,5,2,1,1,1,5,3,2,5,3,1,1,3,4,5,1,1,1,sometime of the day,5,3,1,1,3,never,smoker,5,1,1,2,2,2,3,4,4,2,5,19
primary school,75,5,3,3,5,5,3,5,3,3,3,2,1,5,5,3,4,1,5,sometime of the day,5,5,5,1,3,social drinker,never smoked,2,1,2,5,5,1,3,4,4,5,5,18
secondary school,90,5,3,4,5,4,3,5,4,4,4,3,1,2,3,4,4,5,5,sometime of the day,5,5,4,2,3,social drinker,smoker,3,3,5,2,4,3,3,4,4,1,2,18
primary school,49,4,3,3,5,3,3,3,4,1,2,2,2,4,3,5,5,3,5,sometime of the day,4,2,5,1,5,never,smoker,1,2,3,1,3,5,5,3,3,3,2,16
college/bachelor degree,57,5,3,3,3,3,5,4,4,4,4,4,5,1,4,4,5,1,1,sometime of the day,5,4,1,1,3,social drinker,smoker,3,2,3,3,4,1,4,4,3,2,4,18
